Timestamp,Category,Product_Name,Room_No,Row_No,Product_Count,Item_ID,Storage_Type,Product_Size,Weight_kg,Access_Frequency,Last_Accessed,Stock_Threshold,Temperature_Requirement,Supplier_Name,Expiration_Date,Handling_Priority,Units_Sold,Stock_On_Hand,Restock_Lead_Time_Days,Season,Promotion_Active,Supplier_Delay_Days,Forecast_Window
2018-08-06 07:38:13,electronics,Smart Garage Door Opener,2,179,1,GDO-13917,High Rack,264x30x10,0.39,1,2018-05-29,66,Cold,Supplier-2,1929-12-31,Not urgent,0,1,39,Fall,False,9,30
2021-08-20 09:44:00,electronics,Microphone,207,51,2,8630251260477,Original,Small,0.165,3,2021-06-08,3,None,LG,1998-12-01,Regular,0,2,176,Summer,False,21,12
2022-02-23 12:08:11,furniture,Wooden Kitchen Storage Cabinet,8,39,2,18546,Shelf,W 36 x D 36 x H 86,8.0,5,2022-02-09,4,N/A,Supplier4,1905-01-01,Average,0,2,74,Fall,False,0,108
2022-12-12 03:22:03,electronics,Apple MacBook Pro,3,3,10,7696,Shelf,15.4-inch,1.39,2,2021-06-23,3,cool,Integrated,2025-04-28,Normal,0,10,20,Spring Summer,False,18,10
2019-10-06 20:37:02,food,Sweet Lime,12,2,4,000000000021,Wooden Box,Medium,0.85,4,2019-06-12,10,0,Supplier 1,2020-12-12,normal,0,4,4,Summer,False,39,20
2022-12-27 06:32:43,electronics,Electronics,9,42,1,65935,Pallet,16.1,2.1,1,2022-12-27,4,No temperature requirement,Fang Technology,1997-06-24,high,0,1,9,Winter,False,0,14
2019-11-15 21:55:04,furniture,Walnut 4 Drawer Dresser,27,4,2,120170,Box,Twin,26.0,3,2020-11-10,1,No requirement,Lokvir Enterprise,1998-08-03,1,0,2,1,Summer,False,0,15
2023-03-06 13:23:07,clothing,Trousers,1,5,1,5810003,Hanging,L,0.669,2,2023-02-16,7,Standard,Cama,2023-06-21,High,0,1,1,Fall,False,2,14
2019-01-09 15:56:56,food,Eggs,40,7,12,16137577,rack,large,3.6,15,2022-09-07,7,no requirement,CHEERS,2022-09-07,Medium,0,12,10,Summer,False,0,1440
2023-01-01 17:00:39,food,Turkey sausage,1,76,190,3518255,Normal,454 g,0.454,3,2023-01-01,50,Frozen,Supplier 1,2023-01-14,high,0,190,9,winter,False,1,1
2022-09-13 07:30:40,electronics,Apple Watch Series 4 GPS + Cellular 40mm,28,13,2,8053983,Cabinet,40mm,12.25,5,2022-09-13,1,No,Apple,2024-09-13,1,0,2,13,Summer,False,1,4
2022-02-16 20:03:55,food,Mango,2,24,1,52660,Rack,Large,0.92,2,2022-02-14,1,Cool,Supplier10,2022-03-22,3,0,1,1,Summer,False,4,7
2014-08-29 13:48:52,clothing,dress,223,12,28,41146,Racks,22,1.258,2,2014-08-28,6,10-18,Garden House,2017-12-31,4,0,20,14,summer,False,3,24
2018-08-04 11:55:32,furniture,Table,43,242,1,360653,Shelf,Four Seater,20.0,2,2018-08-04,25,Normal,Supplier2,2019-08-04,Normal,0,3,4,Fall,False,17,120
2019-06-01 17:22:15,furniture,Antique Hutch,1,10,1,107357,Wooden,Medium,27.5,1,2019-05-17,46,Yes,Supplier 1,2019-12-31,High,0,41,120,Summer,False,0,30
2021-01-02 04:46:34,clothing,T-shirt,219,41,1,60534,Cooled rack,L,115.0,1,2020-10-11,2,2,Meena Hyper Market,1911-10-21,1,0,1,5,Spring,False,15,7
2021-07-26 10:50:57,electronics,headphones,1,1,1,106,Shelf,Regular,0.313,1,2021-07-24,10,cool,Vinci,2021-09-28,normal,0,1,3,Winter,False,3,7
2020-05-10 15:32:19,electronics,Apple MacBook Pro 13-inch,1,4,1,INV-02933,High Density Storage,13.3 inch,1.36,3,2020-10-19,30,-25°C to 100°C,Apple,2021-10-19,high,0,1,52,Fall,False,24,30
2016-01-02 20:50:42,clothing,T-Shirts,2,1,6,9057743,Deep storage,XL,0.57,0,2016-01-01,20,Cool,Mercury,1987-01-01,0,0,6,26,Summer,False,19,14
2019-01-13 08:56:28,furniture,Bookshelf,194,3,1,94902,Rack,WxHxD 52x150x36,16.1,2,2020-08-12,50,None,supplier-5,2022-03-13,A-Normal,0,1,22,Summer,False,1,4
2021-08-17 16:17:46,clothing,Kids Fully Buttondown 100% Cotton Shirt,16,3,17,31193381,Normal,M,0.5,4,2021-05-23,6,Frozen,A,2022-10-23,Normal,0,17,7,Spring,False,13,30
2021-01-09 12:35:22,clothing,Women T-Shirt,46,17,28,12565,rack,S,0.6,3,2020-12-22,10,No temperature requirement,Titan Company Limited,2022-02-11,High,0,28,18,summer,False,0,20
2021-02-18 17:00:48,toys,fisher-price-thomas-and-friends-titan-messy-philip-train-set-5-pack-toys,301,1,4,2363548,Wire rack,Small,1.25,3,2021-02-18,4,Not required,Safety Kart,2024-11-01,non-priority,0,4,5,Spring,False,15,2
2018-05-14 14:42:50,clothing,Dress,2,10,2,15829,Rack,M,0.4,1,2018-05-07,2,Cool,Casual Mart,2019-02-07,3,0,2,2,Fall,False,3,26
2019-06-09 17:38:00,food,cake,1,26,2,1834889,Metal shelf,12.5 inches,-0.09,2,2019-06-04,2,2-8 degrees,Supplier_1,2019-09-12,2,0,2,7,Summer,False,1,30
2022-08-22 02:40:37,food,Green Tea,1,38,1,13389042736652,dry,250 g,0.18,1,2022-07-21,3,> cold,V-Mart,2023-08-09,normal,0,5,0,Summer,False,50,21
2019-06-21 18:06:19,furniture,Office Chair,1,19,1,450027,Racks,Regular,12.9,4,2019-06-21,1,None,RK Trading,2021-06-21,Average,0,1,3,Autumn,False,8,21
2019-09-06 07:58:34,food,apple,15,7,2,1234567890,Cooling Cart,small,1.0,0,2019-09-06,2,+5 to +8 degree Celsius,Supplier D,2019-12-26,high,0,2,6,Monsoon,False,9,30
2019-10-26 21:57:58,electronics,Wireless Headphones,1,6,8,31310152,Wireless,Large,0.402,1,2019-10-26,3,cool,Apple Electronics,2026-02-22,high,0,8,14,Spring,False,18,30
2020-04-22 15:55:45,toys,remote-control-car,137,23,5,188614549,Shelf,1:1,0.12,3,2021-03-24,6,Normal,Eastern_Distributors,2021-03-24,1,0,5,12,Spring,False,22,14
2020-10-13 07:53:24,furniture,Electric Water Kettle,83,59,36,97466,Slotted Side Panel,18 Litres,1.2,1,2020-05-12,2,less than 25 degree celcius,Supplier 1,1900-01-01,1,0,36,45,Spring,False,3,180
2022-05-25 08:53:52,clothing,Shirt,33,1,2,6390449094194,Shelf,Small,0.29,2,2022-05-25,2,Cool,O'Neill,1905-05-21,High,0,2,18,Spring,False,1,53
2022-08-19 08:12:22,food,Sausage,4,2,118,7990,Racks,unavailable,1.14,1,2022-08-12,120,Chilled,Supplier_1,2023-05-06,1,0,118,18,Summer,False,2,1
2022-03-01 13:46:29,clothing,Sweatshirt,2,6,2,6254791060397,Shelves,Medium,0.5,2,2022-02-28,10,20,s5,2024-07-01,3,0,2,7,Spring,False,17,12
2016-02-07 11:31:43,furniture,Tables,22,0,1,217574,Rack,small,0.52,1,2016-01-09,12,High,Mcfarlane,2020-03-31,Normal,0,12,17,Spring,False,2,30
2022-07-18 10:42:48,furniture,table,3,6,7,18676,Shelf,L,7.5,4,2022-07-08,10,No temperature requirement,Wooden furniture,1900-01-01,Average,0,7,40,All-Year,False,1,30
2018-11-09 08:52:14,electronics,Bose SoundLink Color Bluetooth Speaker II - Soft Black,316,1,2,975000614,Shelf,Small,0.66,2,2018-10-25,2,Cool,Croma,2022-11-09,1,0,2,7,Summer,False,1,30
2016-09-09 18:54:03,furniture,Redwood Coffee Table,20,13,1,27127,Pallet,Large,10.6,1,2020-12-23,3,Cool,Supplier_10,1900-01-01,red,0,1,5,Summer,False,16,1
2020-10-18 22:53:50,electronics,IP Camera,181,16,5,ELE-049,Standard,128 GB,0.464,1,2020-10-17,5,Normal,supplier-1,1900-01-01,normal,0,5,7,Fall,False,1,14
2018-08-10 04:12:18,electronics,LG 49UM7290PTAE 49-Inch 4K UHD Smart LED TV with AI ThinQ (2019 Model),3,1,1,57775361,Shelf,49 Inch,15.3,2,2018-08-09,5,No temperature requirement,Prism Retail,2020-08-09,high,0,1,1,fall,False,9,30
2022-02-14 01:57:55,furniture,Table,308,90,3,37784,Rack,"32""x30""",20.0,1,2022-02-11,1,Cool,Supplier18,1999-12-31,A-Normal,0,3,14,Spring/Summer,False,0,60
2018-04-01 22:43:16,food,Tuna,2,6,15,210551835,Pallet,453g,0.228,3,2019-06-02,5,Chilled,Supplier 2,1970-01-01,high,0,14,58,Summer,False,14,365
2019-09-07 11:07:14,clothing,Round Neck Cotton T-shirt,149,6,18,11418,Mesh,M,0.28,1,2017-08-02,18,Cool,Magnum,2020-09-07,1,1,17,1,Spring/Summer,False,3,1
2020-08-08 14:46:10,electronics,JBL Flip 4 Bluetooth Portable Speaker,4,44,1,5304472109855,Box,1.5 KG,1.3,2,2020-05-10,150,cold,Amazon.in,1902-06-26,B,1,1,8,Summer,False,2,3
2021-08-09 16:51:22,furniture,Sofa,25,7,1,181,Rack,3-Seater,38.0,2,2021-08-06,2,Cool,Supplier 7,2021-12-31,High,0,1,40,Summer,False,17,3
2023-01-02 22:26:16,electronics,In-Ear Monitors,251,163,4,2493,Shelf,Earbuds,0.256,2,2022-05-16,10,25,SUP059,2023-07-21,normal,0,4,10,Summer,False,0,365
2021-11-15 12:03:00,clothing,Pants,221,7,10,8888980706413,Wire rack,34,0.99,1,2021-11-13,5,Normal,SUPPLIER-3,1911-06-03,High,0,10,7,Summer,False,5,10
2021-06-05 14:27:03,clothing,WOMAN,302,39,4,12345,Wardrobe,S,0.7,2,2021-06-05,1,No temperature requirement,Supr,2021-08-05,1,1,3,10,spring/summer,False,3,30
2016-04-11 08:45:58,furniture,Aluminum Dining Table,10,19,1,5948,Open,6 Seater,20.1,3,2016-02-09,9,N/A,supplier 1,2021-11-09,C,0,1,16,Spring,False,1,1
2018-04-01 18:36:57,food,Steak,12,8,10,7439818,Refrigerator,1 kg,1.0,9,2018-04-01,5,-18°C,Supplier3,2020-04-01,High,0,10,3,Spring,True,26,15
2020-12-21 17:29:30,clothing,shorts,4,1,4,55603573,Rack,L,0.73,1,2020-11-28,5,Normal,Vendors in Europe,2021-12-21,No,0,4,3,Summer,False,0,14
2022-04-21 11:05:35,clothing,Women's Blazers,1,15,2,101-22-289,Shelf,M,0.49,2,2022-04-21,5,Cool,AsiaPacific,2022-07-15,1,0,2,5,Spring/Summer,False,7,24
2018-09-14 16:48:39,furniture,Dining Table,1,2,4,34156993,Pallet (Pallet),24 x 32 x 29 inches,48.0,2,2018-09-13,3,Cool,Maple North Inc.,1999-09-23,Standard,0,4,10,Fall,False,1,0
2022-03-11 08:50:13,clothing,woman's shoes,107,2,12,15103789,Pallets,29,1.35,5,2022-03-10,2,20,supplier-2,2022-03-20,Low,0,12,12,Spring,False,17,12
2019-09-12 11:38:39,food,Pillsbury biscuit,0,8,75,900012778,standard,1.14 Kg,1.24,1,2019-09-12,50,No Requirement,Hitec,2019-09-24,normal,0,75,12,winter,False,1,30
2021-10-16 23:26:19,electronics,Headphones,474,52,4,21423099,open,40mm,0.054,2,2021-10-15,4,Cold,Manufacturer A,1900-01-01,high,0,4,7,summer,False,21,180
2019-10-12 18:13:56,food,Milk,1,1,2,39930,Molded pulp,1 l,0.961,2,2019-10-12,1,Chilled,Splash,1911-11-12,2,0,2,1,Summer,False,10,30
2022-10-23 11:11:21,food,Baked Beans (HEinz) - 400 g,1,2,1,6265858,Bins,397 g,0.402,1,2022-06-13,17,Chilled,Supplier 1,2023-03-20,High,0,1,1,Autumn/Winter,False,1,12
2018-01-15 18:00:32,electronics,MSI GTX 1050 Ti Gaming X 4G,113,43,0,C1369430,Shelf Store,270 x 120 x 42,1.229,1,2018-01-15,4,NA,HCL Infosystems,2019-01-31,A-Normal,0,0,1,Spring,False,19,90
2020-06-26 09:27:24,electronics,Headphone,6,67,24,32002039,Normal,XL,0.29,1,2020-06-24,6,No temperature requirement,Laptop City,1900-01-01,1,0,24,2,Summer,False,3,300
2019-07-27 14:17:51,food,Tofu,2,12,1,10984,Pallet,500 grams,0.5,2,2019-07-26,15,0 °C,Fair Price Mart,2020-01-26,1,0,1,18,Spring,False,13,1
2021-01-01 14:16:47,furniture,Office Chair,564,11,13,8706847120177,Shelf,medium,12.9,18,2020-11-02,10,cool,Vincent's Store,1999-09-26,Normal,3,13,11,Spring,False,11,30
2016-04-01 18:44:42,food,Pasta,1,3,6,3768,pallet,500 g,0.5,1,2019-11-24,9,no temp,Lidl,2020-05-10,2,0,6,6,Summer,False,71,24
2022-01-06 07:57:32,toys,Baby clothes,183,21,6,138041,Pallet,6 - 12M,0.31,16,2022-01-01,8,-20°C,supplier-2,2022-10-20,Normal,0,6,17,Spring,False,1,30
2023-03-04 10:22:54,clothing,Grey Long Sleeve Shirt,308,252,1,1310176795,Rack,XXL,1.14,4,2023-01-25,10,Chilled,Acharya,1904-03-25,1,0,1,18,Spring,False,220,7
2019-09-01 06:58:46,clothing,Cargo trousers,144,1,13,750087475,Rack,S,0.36,1,2019-09-01,1,No temperature requirement,Luxury product,2020-01-28,1,0,13,25,Spring/Summer,False,2,1
2022-04-20 10:24:00,food,Bread,2,3,16,11596,Wooden Shelf,regular,0.75,1,2022-04-09,10,18°C,Supplier-1,2022-04-25,high,0,16,1,Autumn,False,1,5
2022-01-20 08:26:19,clothing,Men's Jeans,302,37,1,28725662,Wooden rack,Regular,0.8,1,2021-12-11,1,Normal,TNC,2023-05-24,High,0,1,6,Spring/Summer,False,2,30
2022-05-22 05:09:01,furniture,Dining Chair,8,3,2,82471,Wooden,Medium,2.1,2,2022-05-14,5,None,Sophie's Home Furniture,1995-12-18,High,0,2,100,Year-Round,False,0,30
2022-11-16 05:29:34,furniture,Sofa,40,3,1,54545,LSL,M-2,25.0,1,2022-10-25,6,Normal,LF,2032-11-16,Medium,0,1,1,Fall,False,1,14
2022-08-11 16:13:40,electronics,Samsung S23,52,181,6,383,Wooden,256 GB,202.0,8,2022-08-11,4,25 ° C,Techno Idea,1900-01-01,1,0,6,14,Summer,False,1,21
2019-11-15 05:06:13,food,Banana,14,19,1,53598415,Cold storage,22.7,0.605,0,2019-09-08,1,3,Supplier11,2020-10-27,2,0,1,14,summer,False,3,60
2020-04-03 18:51:02,furniture,Executive Chair,314,11,3,7008,Shelf,Medium,14.2,3,2020-03-19,200,Cold,bishop,2021-09-01,low,0,3,23,Spring,False,23,30
2022-10-16 20:39:42,toys,Safari Kids 9001222000019,16,16,1,9001222000019,Eye Level,500ML,0.384,4,1944-01-01,181,0,Safari Kids,2026-06-18,standard,0,1,4,SUMMER,False,0,6
2022-01-09 12:16:24,electronics,Cookware,1,1,2,1000009783,Shelf,12 Inch,0.466666666666667,2,2022-01-01,3,N/A,Supplier_2,2024-12-07,1,0,2,0,summer,False,2,21
2021-06-14 10:36:21,food,Apples,1,1,17,2425949,Wooden box,1 kg,1.0145,1,2021-06-14,2,Yes,Supplier 2,2021-12-21,0,0,17,4,Spring,False,2,28
2013-01-21 13:42:42,toys,Dolls,372,39,1,3869,Wooden Shelf,21-24,1.15,4,2013-01-21,4,Room temperature,A,2014-01-21,High,0,0,159,Winter,False,93,20
2021-02-28 12:00:21,food,Lemon,2,1,3,22743800967,Pallet,Small,1.0,1,2021-02-22,90,room temperature,Supplier 2,2023-02-27,Low,0,3,2,Summer,False,4,30
2019-07-10 12:11:40,furniture,Armchair,35,4,0,19105,Single,Medium,30.0,1,2018-08-27,2,Cool,supplier-1,2021-02-15,normal,0,0,5,Summer,False,0,2
2019-10-22 14:06:17,furniture,Sofa,20,1,2,123456789101012345,rack,2-seater,35.0,1,2022-05-09,1,None,supplier13,1900-01-01,normal,0,2,14,NA,False,0,60
2020-12-07 22:33:01,furniture,Dining Chair,143,84,3,72890,Rack,Mini,1.75,2,2020-12-07,2,cold,Warehouse_4,2021-12-07,normal,0,2,21,Summer,False,32,30
2019-06-18 10:10:19,clothing,Sweats,185,1,10,1085,Pallet,L,1.5,2,2019-06-12,5,Cool,Casual Mart,2020-02-29,Average,0,10,11,Summer,False,1,10
2021-10-08 21:54:35,electronics,Pentium Processor,40,18,1,60941606,Pallet Racking,140 x 140 x 140 mm,0.36,1,2021-09-24,1,no temperature requirement,Nynex,2024-06-03,normal,0,1,2,Autumn,False,8,2
2018-01-10 06:23:49,food,Nestle Milkmaid Condensed Milk 1 Kg,4,16,1,19570958,Rack Storage,225 g,0.225,2,2021-10-20,300,Chilled,ALDI STORES (UAE) LLC,2020-01-10,High,0,1,100,Summer,False,21,3
2022-01-11 20:10:30,food,"Frozen Pizza, 240g",1,1,1,1036,Frozen storage,350g,0.35,2,2022-01-01,10,-20 °C,Supplier-6,2023-09-11,High,1,0,23,Winter,True,4,1
2019-06-09 10:36:50,electronics,Laptop,179,21,24,82277657,Shelf,12,1.06,1,2019-06-07,10,35,Shree Aadhar Enterprises,1900-01-01,Normal,0,24,1,Summer,False,1,5
2021-03-10 10:24:32,toys,Froggy pond,27,81,1,10458,Shelf,M,0.804,8,2021-03-04,2,cool,Supplier 2,1931-12-30,high,0,1,44,Spring,False,17,3
2022-04-22 05:28:16,food,Cupcakes,1,20,2,1013,Cold Storage,375 ml,0.68,1,2022-04-18,100,Refrigerated required,Supplier 3,2022-05-22,Not Urgent,0,18,5,Spring,False,1,8
2022-01-12 21:22:44,clothing,Shirt,18,20,10,1117411,Rack,L,0.4,2,2022-01-02,100,30-40 Celsius,Chintels,2022-01-20,Medium,0,10,4,Summer,False,19,60
2018-05-01 12:37:30,furniture,Bed Frame,26,2,0,153,Outside,Full,16.0,3,2018-04-25,3,Any,Euro,1900-01-01,normal,0,0,14,Summer,False,1,10
2023-03-05 18:24:35,furniture,Sofa,11,26,5,2912497,Racks,3 Seater,53.0,1,2023-03-05,24,No,Supplier 2,2026-03-05,High,0,5,1,Spring Summer,False,1,29
2019-01-01 08:29:31,toys,board games,123,3,2,129443015,Shelf,500 ml,0.207,8,2019-01-01,1,cool,Supplier_2,1908-01-01,normal,0,2,7,Fall,False,11,14
2019-12-19 08:31:51,clothing,T-Shirt,14,26,55,19226892,Site,M,1.94,5,2019-12-17,50,Cold,Marks and Spencer,2020-04-12,High,0,55,5,Spring,False,2,26
2021-08-05 19:58:42,food,milk,1,13,12,172193,Original,1.75L,0.42,1,2021-08-01,5,Chilled,Mama's Milk,2021-09-17,Standard,1,5,2,Spring,False,15,11
2022-03-16 19:44:26,clothing,Suit,318,2,1,168184,Pallets,M,1.3,2,2022-03-16,1,None,Jonathan,2023-03-14,1,0,1,0,Fall,False,0,14
2021-01-24 19:09:08,clothing,Arm Cuff,2,12,2,1120801,Open shelf,M,0.32,0,2021-01-14,4,Normal temperature,Casual Mart,1926-12-31,3,0,2,2,Summer,False,4,20
2018-11-02 11:19:52,clothing,Cotton shirt,8,1,3,2600000025,Hanging,Large,0.7,1,2022-04-18,5,None,Solmart,1901-01-01,Medium,0,3,1,Spring,False,1,30
2022-12-27 13:13:56,furniture,Armchair,23,1,1,34397,Wire mesh shelf,XL,17.9,3,2022-12-27,2,No temperature requirement,Excellent Supplies,1999-08-27,Average,0,3,5,"[10, 3]",False,11,2
2021-11-23 10:11:50,furniture,Salvador Nestor Side Table,3,18,1,23827020,Nesting,Large,10.5,1,2021-11-15,0,Room Temperature,Studio,1900-01-01,Medium,0,1,2,Spring/Summer,False,15,45
2015-08-06 14:59:04,food,Milk,1,1,2,DP001,Shelf,2 L,1.0,1,1970-01-17,3,Cool,Supplier1,2019-04-19,0,0,2,19,Spring,False,0,31
2021-01-21 23:55:01,food,Salmon,1,268,2,1326083,Standard shelf,16 oz,0.55,5,2021-01-22,4,Chilled,Supplier 2,1901-01-21,High,0,2,10,Spring,False,1,0
2019-03-06 15:37:16,electronics,Earphones,11,11,2,118127172,Shelf,Medium,0.05,41,2019-03-04,10,Normal,vivo,2022-05-27,Regular,0,2,7,Summer,False,13,14
2021-01-04 17:31:01,clothing,Casual Shirts,22,11,4,16928,Shelf,L,0.37,4,1924-09-18,2000,Temperature insensitivity,Decent Products,2022-05-06,1,0,4,15,Fall,False,7,30
2018-01-27 06:02:13,food,Sliced White Bread,337,13,4,12136,Wooden pallet,450g,0.45,2,2018-01-24,2,<8,Supplier 1,2019-01-22,A-Normal,0,4,3,Spring - Summer,False,10,24
2022-07-19 19:08:51,furniture,shelf,1,2,1,15936,shelf,30,15.0,2,2022-06-22,4,cool,Supplier-3,2030-07-17,average,0,1,2,Winter,False,13,2
2022-07-05 10:09:31,clothing,T-Shirt,14,102,1,001-006-042-014,Rack,M,0.22,1,2022-07-05,25,25,Veggie,2023-01-11,1,0,9,1,Summer,False,10,29
2021-06-19 14:16:05,electronics,AirPods Pro (2nd Generation),15,15,2,1578148501,Shelf,Regular,0.083,1,2021-06-16,3,Can be refrigerated,Apple,1926-06-25,Normal,0,2,2,Summer,False,3,24
2021-11-10 04:44:26,electronics,Samsung Galaxy M31,4,11,1,131279282,Shelf,64 GB,3.11,6,2021-07-31,21,No temperature requirement,Appliance Mart,1999-12-31,Average,0,21,1,Spring Summer,False,1,120
2022-09-21 20:48:05,food,Avocado,2,1,1,7409,Fridge,450 g,0.45,8,2022-09-09,10,0°C,supplier-1,2022-09-24,average,0,10,2,Spring,False,2,5
2020-05-27 10:16:29,toys,Giant Sand Castle,222,3,3,22980335,Shelf,Large,0.89,217,2020-05-26,3,cool,Business Name,1911-11-15,1,0,3,75,Summer,False,17,30
2017-06-13 03:30:56,electronics,TV,63,19,3,52526070,Rack,55,13.1,3,2017-02-06,7,0-25,Solartex,1900-12-31,1,0,3,0,Autumn,False,0,180
2021-02-02 10:56:43,clothing,Dress,8,1,1,5753,Wire Shelves,M,0.4,2,2021-01-19,1,No Requirement,Pakistani,2022-03-25,High,0,1,5,Fall,False,8,3
2019-05-15 15:03:02,clothing,Clothing,20,10,5,Clothing-20-10-5,Outside Storage,XXL,0.5,2,2019-05-13,12,40°F or 4°C,Ahead Group,2025-12-31,normal,0,12,0,summer,False,2,30
2019-03-01 15:46:43,clothing,T-Shirt,2,0,3,41125,Pallet,M,0.9,1,2019-03-01,1,Cold,Supplier1,2020-04-03,A-Normal,1,3,6,Summer,False,7,90
2022-05-20 23:07:39,food,Cooked Chicken Wings,1,15,117,723037143,Pallet,2 kg,0.65,1,2022-02-01,60,Frozen,Supplier-3,2022-05-28,High,0,43,1,Spring,False,6,73
2021-01-04 02:59:11,furniture,SOFA,4,7,1,617673,Rack,3 seater,30.0,23,2020-09-28,4,No temperature requirement,Supplier 4,1900-01-01,2,0,1,21,Summer,False,15,30
2017-08-21 13:57:38,furniture,Dining Table,116,6,1,1083288,Rack,Large,18.0,1,2017-08-21,12,No temperature requirements,A-One Furniture,2023-01-21,1,0,12,2,Summer,False,1,16
2022-01-03 16:03:34,electronics,Gaming Headset,33,1,1,2971,Shelf,20,1.689,1,2022-01-02,20,No temperature requirement,supplier-2,2024-01-01,Average,0,15,7,Summer,False,5,2
2019-11-22 09:47:05,food,fruit,6,12,29,11611,Pallet,large,1.7,3,2019-11-22,25,refrigerated,NATURE'S FRESH,2020-06-06,high,0,14,7,spring,True,0,21
2022-04-04 16:46:29,clothing,Pants - Men,339,17,13,122177360,Wire Basket,Small,1.42,1,2022-04-01,1,No temperature requirement,SouQ,2022-04-10,1,0,13,1,Autumn/Winter,False,0,7
2020-04-05 13:29:26,electronics,Samsung Galaxy S10 Plus,21,39,2,6952149330490,Wire Storage Shelf,128 GB,149.0,5,2020-04-05,1,Cool,DLF,1999-12-31,A-Normal,0,2,1,Spring,False,0,90
2022-03-06 12:15:51,clothing,Jeans,215,5,7,12414-J-7,Racks,38,0.54,0,2022-03-04,1,20,brandmart,2022-09-13,A,0,7,4,Spring,False,1,12
2019-08-20 23:43:38,clothing,Men's T-Shirt,198,1,18,334369,Wire deck,M,0.9,4,2019-08-20,20,Cool,Supplier 1,2020-09-19,Critical,0,19,3,Fall,False,1,1
2022-11-19 11:39:56,clothing,Bermuda shorts,201,4,7,c0001_12,Shelf,M,1.21,3,2022-11-01,1,Normal,Supplier_1,2024-08-05,high,0,7,11,Summer,False,41,30
2021-10-22 14:58:42,clothing,Blue Puffer Jacket,371,3,1,24085597,Covered pallet rack,S,0.891,6,2019-03-27,1,Cool,Best Shop,1999-01-21,Critical,0,1,10,fall,False,3,30
2014-02-28 17:15:00,toys,Toy Car,160,1,2,28630,Pallet,4,0.51,1,2014-02-28,4,F,Supplier 2,2023-02-28,A-Normal,0,2,6,All year,False,12,92
2021-04-04 10:29:10,electronics,Precision Driven Lighting 1000 Watt LED Light Bulb (Dimmable),186,3,1,25054119,Shelf,120W,0.6,1,2021-03-26,5,Cool,Retailer A,2023-09-01,High,0,1,17,summer,False,2,14
2018-01-28 11:07:41,electronics,Camcorder,2,1,6,82245,Shelf,Large,0.49,1,2018-01-04,20,0,Supplier 1,2023-11-03,Normal,0,6,16,Year Round,False,1,365
2014-09-13 16:23:04,electronics,CCTV Camera,232,299,1,7071247,Pallet,23.5 x 16.5 x 12.5 cm,0.5,2,2014-09-01,10,No,Supplier-2,2017-09-16,1,0,1,2,fall,False,34,1
2023-02-17 23:11:02,furniture,DELUXE OCCASIONAL CHAIR,17,1,1,15597,Open shelf,3 Seater,19.5,1,2023-02-01,15,60,Joe's Furniture,2023-12-31,A-Normal,0,1,14,summer,True,10,1
2019-10-09 12:19:44,clothing,Jeans,3,1,1,159437,Rack,Medium,0.764,1,2019-07-07,20,None,BATA,2021-11-09,High,0,20,6,Spring/Summer,False,32,12
2022-03-25 03:52:17,toys,Nerf Rival Nemesis MXVIII-20K Blaster,5,181,1,212740929,Palet,1 Pack,2.47,1,2022-03-24,5,None,Maplin Electronics,1900-01-01,Normal,0,1,10,Winter,False,1,1
2019-08-10 10:36:52,toys,Cars,260,306,200,2504393,Pallet,Small,1.2,3,2022-03-26,150,Normal,Supplier 1,2022-04-04,A,0,200,8,Fall,False,3,120
2018-10-01 09:08:13,clothing,Jeans,382,15,2,17081635100597,Wire rack,Regular,0.6,2,2018-10-01,2,Cool,Supplier 3,2019-05-31,High,0,2,9,Spring/Summer,False,1,31
2015-03-03 11:53:10,clothing,Jacket (Grey),14,1,13,409510,Shelf,M,0.8,2,2015-02-28,12,Cool,Supplier7,2015-05-06,Average,0,13,2,Fall,False,15,10
2019-08-15 23:29:55,furniture,Wooden Chair,8,3,1,40659,Wooden Rack,L,19.0,1,2019-08-14,1,No Requirement,Supplier 1,2023-08-14,red,0,1,2,Summer,False,12,32
2022-10-09 08:45:45,electronics,NA,206,13,1,125565_18,Pallet Racking,Small,19.99,2,2022-10-05,20,Cool,NA,2022-12-01,red,0,1,12,Spring,False,3,3
2021-01-20 16:10:06,food,Pan Bread,47,7,31,100218,Pallet,320 g,0.32,3,2021-01-15,7,0,Supplier-1,1902-12-09,High,2,31,10,Summer,False,1,1
2023-01-12 21:29:11,electronics,Headphone,18,14,1,C012354,Shelf,32,0.0,1,2023-01-04,12,Cooled,Kong,2023-05-31,normal,0,1,2,Spring,False,35,120
2021-03-21 09:45:50,food,Chocolate Candy,1,3,1,116121,Double decker,110 g,0.108,9,2021-03-06,4,No temperature requirement,Supplier 1,2021-03-27,High,0,1,10,Spring,False,29,30
2021-08-02 14:49:03,food,mixed vegetables,3,2,26,388800122,wooden pallets,200 g,0.2,2,2021-08-02,20,0-4,M/s. Vijayalakshmi Foods,2021-08-02,medium,0,26,4,Summer,False,11,60
2021-07-05 15:07:54,food,Apple,1,173,138,84524,Pallet rack,0.25 kg,0.25,0,2021-06-08,900,No temperature requirement,Supplier 1,2021-08-04,1,0,625,15,Summer,False,24,12
