Timestamp,Category,Product_Name,Room_No,Row_No,Product_Count,Item_ID,Storage_Type,Product_Size,Weight_kg,Access_Frequency,Last_Accessed,Stock_Threshold,Temperature_Requirement,Supplier_Name,Expiration_Date,Handling_Priority,Date,Units_Sold,Stock_On_Hand,Restock_Lead_Time_Days,Season,Promotion_Active,Supplier_Delay_Days,Forecast_Window
2025-03-19 03:16:16,Furniture,Cupboard,Room-3,Row-G,4,9ee5f1ea,Shelf,Medium,9.56,71,2025-04-08 21:05:13,8,None,Holland Group,,Medium,2025-03-19 03:16:16,25,0,12,Spring,1,1,14
2025-04-11 17:18:17,Food,Eggs,Room-9,Row-I,14,75cf6e00,Pallet,Medium,5.79,92,2025-04-07 22:27:12,15,Refrigerated,Miller-Hudson,2025-05-01 17:18:17,Medium,2025-04-11 17:18:17,34,0,5,Spring,0,3,14
2025-03-29 11:08:51,Furniture,Chair,Room-1,Row-H,14,515830db,Bin,Medium,2.29,26,2025-04-12 13:15:28,9,None,Johnson-Williamson,,Medium,2025-03-29 11:08:51,9,1,14,Spring,1,3,7
2025-03-19 21:45:25,Electronics,Laptop,Room-7,Row-I,11,e6c8f6a8,Shelf,Medium,6.07,89,2025-04-10 09:21:33,13,None,Copeland-Morris,,Low,2025-03-19 21:45:25,34,0,7,Spring,0,3,14
2025-04-05 19:37:11,Furniture,Bed,Room-4,Row-E,18,22c3a353,Bin,Medium,6.62,98,2025-04-09 18:00:54,8,None,Mckenzie-Jones,,Medium,2025-04-05 19:37:11,10,7,6,Spring,0,4,7
2025-04-07 01:11:14,Toys,Blocks,Room-10,Row-F,3,f2ac0220,Cold Storage,Small,1.68,23,2025-04-11 08:05:23,13,None,Ware-Jones,,Medium,2025-04-07 01:11:14,12,0,3,Spring,0,0,7
2025-04-01 17:45:11,Furniture,Bed,Room-1,Row-J,4,441c101d,Bin,Small,0.26,13,2025-04-07 17:57:35,7,None,"Hood, Hudson and Lawson",,Medium,2025-04-01 17:45:11,48,0,7,Spring,1,0,14
2025-04-09 00:09:31,Toys,Lego,Room-5,Row-I,9,33556d7c,Cold Storage,Small,1.57,97,2025-04-07 21:53:16,6,None,Griffith and Sons,,Medium,2025-04-09 00:09:31,33,0,6,Spring,0,4,14
2025-03-13 15:38:46,Furniture,Bed,Room-3,Row-A,16,e600cb38,Pallet,Small,1.29,51,2025-04-11 06:50:01,5,None,Gray Inc,,Medium,2025-03-13 15:38:46,36,0,10,Spring,1,2,30
2025-04-10 20:47:55,Furniture,Cupboard,Room-9,Row-C,5,9fb64546,Cold Storage,Medium,6.73,2,2025-04-11 13:24:22,15,None,Wilson Group,,Medium,2025-04-10 20:47:55,32,0,2,Spring,0,0,30
2025-03-15 23:05:36,Electronics,Tablet,Room-7,Row-J,13,602b3d92,Pallet,Large,36.56,97,2025-04-07 20:59:24,9,None,Howe Ltd,,High,2025-03-15 23:05:36,11,2,14,Spring,1,0,14
2025-04-05 22:50:18,Electronics,TV,Room-10,Row-B,6,0a500cb5,Pallet,Small,0.36,10,2025-04-11 08:37:08,14,None,"King, Crosby and Wolf",,Low,2025-04-05 22:50:18,15,0,9,Spring,1,2,30
2025-03-14 12:30:13,Food,Eggs,Room-10,Row-J,17,5632cfb1,Bin,Small,0.83,14,2025-04-07 14:51:03,13,Refrigerated,Greene-Rush,2025-03-28 12:30:13,Low,2025-03-14 12:30:13,47,0,3,Spring,0,3,7
2025-03-31 17:07:22,Electronics,TV,Room-6,Row-G,16,ee7a6882,Cold Storage,Large,30.14,86,2025-04-09 11:40:28,15,None,Richardson LLC,,High,2025-03-31 17:07:22,26,0,4,Spring,1,4,30
2025-04-01 11:01:01,Clothing,T-Shirt,Room-6,Row-B,17,4556c144,Cold Storage,Large,24.19,92,2025-04-09 11:29:03,5,None,Holmes-Andrade,,Medium,2025-04-01 11:01:01,33,0,1,Spring,0,1,30
2025-03-22 18:16:48,Toys,Lego,Room-2,Row-G,19,1b4d60f0,Shelf,Medium,7.12,77,2025-04-11 20:56:44,6,None,"Brown, Anderson and Adams",,Medium,2025-03-22 18:16:48,1,16,12,Spring,0,3,7
2025-03-21 18:51:21,Toys,Doll,Room-3,Row-H,4,f76279be,Bin,Medium,7.84,15,2025-04-11 03:12:53,12,None,Maxwell Inc,,Medium,2025-03-21 18:51:21,43,0,12,Spring,0,0,7
2025-04-08 21:50:17,Toys,Lego,Room-4,Row-I,20,d41bd559,Shelf,Large,28.45,29,2025-04-09 08:00:19,15,None,James-Dougherty,,Medium,2025-04-08 21:50:17,40,0,12,Spring,0,4,7
2025-04-09 05:22:57,Furniture,Sofa,Room-1,Row-J,16,8e5b9455,Pallet,Small,1.99,78,2025-04-11 03:10:08,6,None,"Young, Bailey and Watts",,Medium,2025-04-09 05:22:57,0,23,5,Spring,0,1,14
2025-04-06 13:38:35,Electronics,Smartphone,Room-8,Row-C,6,cc752013,Bin,Medium,8.33,50,2025-04-09 06:06:11,9,None,"Underwood, Berger and Brown",,High,2025-04-06 13:38:35,38,0,1,Spring,0,2,7
2025-03-20 15:26:01,Electronics,Speaker,Room-1,Row-B,14,00ef0262,Shelf,Large,39.44,44,2025-04-11 12:57:18,10,None,"White, Johnson and Brown",,Low,2025-03-20 15:26:01,28,0,1,Spring,1,1,7
2025-04-05 19:15:47,Furniture,Table,Room-9,Row-C,7,13d0d349,Cold Storage,Medium,4.53,18,2025-04-10 00:38:06,9,None,"White, Potter and Burnett",,Medium,2025-04-05 19:15:47,39,0,9,Spring,1,1,14
2025-04-11 03:06:50,Electronics,Laptop,Room-10,Row-D,4,4854e69c,Shelf,Medium,7.56,60,2025-04-08 11:55:29,13,None,Nguyen-Martin,,High,2025-04-11 03:06:50,25,0,9,Spring,0,3,7
2025-03-28 14:39:13,Furniture,Cupboard,Room-4,Row-H,13,567ff3ba,Shelf,Small,0.81,54,2025-04-08 11:08:40,13,None,"Ali, Brooks and Bass",,Medium,2025-03-28 14:39:13,6,6,6,Spring,1,3,7
2025-04-07 13:16:32,Food,Rice,Room-6,Row-F,16,5aba247b,Bin,Small,1.81,79,2025-04-09 09:42:26,8,Refrigerated,"White, Espinoza and Flores",2025-04-27 13:16:32,Medium,2025-04-07 13:16:32,43,0,3,Spring,0,4,7
2025-04-06 23:08:08,Food,Bread,Room-9,Row-E,3,68fa8d23,Bin,Large,17.87,96,2025-04-10 13:53:20,9,Refrigerated,"Saunders, Evans and Jones",2025-04-24 23:08:08,High,2025-04-06 23:08:08,36,0,2,Spring,1,1,14
2025-03-19 14:13:52,Food,Eggs,Room-3,Row-G,12,aedca64b,Cold Storage,Small,1.52,38,2025-04-08 21:50:11,10,Refrigerated,Schultz-Clay,2025-04-10 14:13:52,Medium,2025-03-19 14:13:52,1,6,10,Spring,0,3,7
2025-03-18 03:40:37,Furniture,Bed,Room-4,Row-D,2,df7093f9,Bin,Medium,2.89,36,2025-04-09 03:02:15,12,None,Willis-Craig,,Medium,2025-03-18 03:40:37,38,0,10,Spring,0,2,14
2025-03-16 22:55:12,Furniture,Table,Room-8,Row-E,9,b4efcc86,Pallet,Large,24.22,54,2025-04-07 20:36:52,7,None,Bailey-Tucker,,Medium,2025-03-16 22:55:12,42,0,9,Spring,1,0,14
2025-04-11 02:52:46,Clothing,Dress,Room-2,Row-I,3,c828b42c,Bin,Medium,2.98,2,2025-04-10 01:42:26,11,None,"Duke, King and Ingram",,Medium,2025-04-11 02:52:46,43,0,5,Spring,0,0,14
2025-03-20 04:12:37,Food,Milk,Room-2,Row-C,2,2b2cd718,Shelf,Large,37.84,3,2025-04-08 00:10:19,7,Refrigerated,Castro-Ellison,2025-03-29 04:12:37,Low,2025-03-20 04:12:37,45,0,4,Spring,1,0,14
2025-04-11 06:06:28,Electronics,Smartphone,Room-10,Row-E,15,6dc1b646,Bin,Large,26.23,98,2025-04-08 01:03:21,14,None,Ross-Quinn,,Low,2025-04-11 06:06:28,50,0,9,Spring,1,4,30
2025-03-13 19:51:23,Toys,Puzzle,Room-9,Row-D,18,09c09ac8,Pallet,Large,19.5,71,2025-04-07 13:32:29,11,None,"Ellison, Harrison and Vega",,Medium,2025-03-13 19:51:23,20,0,5,Spring,1,4,7
2025-03-23 03:16:43,Furniture,Chair,Room-4,Row-C,4,2cfce0c1,Shelf,Medium,3.69,19,2025-04-11 00:32:19,13,None,Green-Davis,,Medium,2025-03-23 03:16:43,2,10,14,Spring,0,0,30
2025-04-05 23:12:45,Furniture,Bed,Room-10,Row-A,8,2b1e6275,Bin,Small,1.61,3,2025-04-08 21:51:31,14,None,Williams LLC,,Medium,2025-04-05 23:12:45,1,7,7,Spring,1,0,14
2025-03-16 09:48:56,Toys,Puzzle,Room-3,Row-H,11,776493f6,Pallet,Large,47.91,86,2025-04-12 00:34:48,12,None,"Proctor, Ross and Jackson",,Medium,2025-03-16 09:48:56,4,8,3,Spring,1,1,14
2025-04-06 21:31:48,Electronics,Speaker,Room-4,Row-B,8,5cd6de2b,Shelf,Small,0.98,96,2025-04-09 13:15:19,10,None,Martinez PLC,,Medium,2025-04-06 21:31:48,11,1,9,Spring,0,4,30
2025-03-30 09:58:53,Food,Milk,Room-10,Row-A,14,cad433c8,Bin,Medium,6.54,6,2025-04-07 17:23:36,9,Refrigerated,Jacobs Group,2025-04-28 09:58:53,High,2025-03-30 09:58:53,20,0,10,Spring,1,4,7
2025-04-06 04:20:03,Toys,Car,Room-6,Row-I,16,404dc8e6,Shelf,Small,1.91,35,2025-04-09 08:40:29,14,None,Johnson Ltd,,Medium,2025-04-06 04:20:03,43,0,11,Spring,1,3,14
2025-04-05 01:21:33,Clothing,Dress,Room-7,Row-I,13,f03d2400,Cold Storage,Medium,2.02,32,2025-04-09 02:50:49,8,None,Gardner Inc,,Medium,2025-04-05 01:21:33,34,0,4,Spring,0,0,14
2025-03-27 22:57:19,Food,Eggs,Room-1,Row-C,15,fdf877ca,Cold Storage,Large,11.36,19,2025-04-11 10:01:26,6,Refrigerated,King-Barnes,2025-04-18 22:57:19,High,2025-03-27 22:57:19,4,21,6,Spring,0,1,30
2025-04-09 21:11:19,Toys,Puzzle,Room-9,Row-E,6,de1fdffe,Bin,Large,47.29,100,2025-04-08 10:17:42,12,None,Young-Martinez,,Medium,2025-04-09 21:11:19,19,0,11,Spring,1,0,14
2025-04-11 22:12:31,Clothing,Shirt,Room-2,Row-H,15,a82d3235,Cold Storage,Medium,4.54,8,2025-04-08 14:55:39,14,None,Blackwell Inc,,Medium,2025-04-11 22:12:31,24,0,8,Spring,1,1,7
2025-03-15 03:15:28,Toys,Puzzle,Room-4,Row-F,4,664d0b59,Shelf,Small,0.76,56,2025-04-09 11:44:28,9,None,"Shields, Ramos and Keller",,Medium,2025-03-15 03:15:28,31,0,12,Spring,1,0,7
2025-04-07 11:44:36,Food,Bread,Room-10,Row-F,11,a488a759,Bin,Large,24.22,14,2025-04-09 22:04:17,6,Refrigerated,"Walker, Stewart and Deleon",2025-04-26 11:44:36,High,2025-04-07 11:44:36,6,2,4,Spring,1,2,30
2025-03-31 18:11:03,Clothing,Jeans,Room-4,Row-C,11,5af677d8,Cold Storage,Large,47.44,48,2025-04-10 18:16:54,5,None,"Munoz, Hansen and Roberts",,Medium,2025-03-31 18:11:03,44,0,10,Spring,1,3,14
2025-03-19 08:47:10,Clothing,T-Shirt,Room-5,Row-C,19,96718867,Pallet,Large,47.56,84,2025-04-10 07:40:36,8,None,Lyons Inc,,Medium,2025-03-19 08:47:10,48,0,13,Spring,1,2,14
2025-04-12 08:47:41,Clothing,Dress,Room-4,Row-B,1,72ce2dcc,Bin,Medium,5.43,27,2025-04-09 14:11:52,10,None,"Mitchell, Hodges and Jackson",,Medium,2025-04-12 08:47:41,41,0,12,Spring,1,1,7
2025-04-04 02:49:49,Toys,Blocks,Room-10,Row-F,1,3208ca1a,Pallet,Small,1.03,17,2025-04-10 22:16:45,7,None,Melendez LLC,,Medium,2025-04-04 02:49:49,5,0,3,Spring,0,3,30
2025-03-16 10:29:48,Clothing,Jacket,Room-5,Row-J,4,3a36a2b0,Pallet,Large,19.45,88,2025-04-10 23:16:35,5,None,Rose-Johnson,,Medium,2025-03-16 10:29:48,29,0,4,Spring,1,3,7
2025-04-12 08:40:58,Toys,Blocks,Room-9,Row-B,5,0a4f8b3b,Pallet,Medium,2.86,55,2025-04-09 04:54:51,7,None,"Smith, Crawford and Grant",,Medium,2025-04-12 08:40:58,41,0,8,Spring,0,1,14
2025-04-06 00:17:20,Electronics,Tablet,Room-10,Row-A,3,d90d23f9,Shelf,Small,1.28,54,2025-04-08 11:17:32,11,None,James-Smith,,Medium,2025-04-06 00:17:20,5,0,7,Spring,1,1,7
2025-03-21 01:21:40,Electronics,Speaker,Room-3,Row-H,10,ce50479e,Bin,Large,14.5,89,2025-04-08 20:41:45,11,None,Hughes Inc,,Medium,2025-03-21 01:21:40,37,0,11,Spring,1,3,30
2025-03-16 21:33:24,Furniture,Chair,Room-1,Row-G,7,59122b17,Bin,Medium,2.48,55,2025-04-10 12:21:39,8,None,Bolton LLC,,Medium,2025-03-16 21:33:24,49,0,9,Spring,0,4,14
2025-04-04 16:36:27,Food,Rice,Room-9,Row-A,18,3cb4a0b7,Bin,Medium,2.07,8,2025-04-09 09:58:22,13,Refrigerated,"Fernandez, Rodriguez and Townsend",2025-04-26 16:36:27,High,2025-04-04 16:36:27,38,0,12,Spring,0,0,7
2025-03-18 09:16:09,Toys,Doll,Room-7,Row-G,14,5481bce2,Shelf,Large,45.88,28,2025-04-11 15:11:18,12,None,Ramirez-Adams,,Medium,2025-03-18 09:16:09,30,0,6,Spring,0,2,14
2025-04-10 00:23:56,Electronics,Tablet,Room-2,Row-F,5,578c0a78,Pallet,Large,23.15,95,2025-04-08 04:42:15,12,None,Moore-Murphy,,Low,2025-04-10 00:23:56,2,0,14,Spring,1,0,30
2025-03-26 12:44:52,Food,Eggs,Room-5,Row-F,10,98e38f76,Shelf,Large,34.63,5,2025-04-09 21:51:31,9,Refrigerated,"Wright, Russell and Meadows",2025-04-15 12:44:52,Low,2025-03-26 12:44:52,11,0,11,Spring,0,1,14
2025-04-07 19:22:21,Toys,Doll,Room-5,Row-A,18,dc3d6cab,Cold Storage,Medium,9.31,69,2025-04-09 19:12:35,6,None,"Garza, Scott and Dixon",,Medium,2025-04-07 19:22:21,29,0,14,Spring,0,0,14
2025-04-08 22:34:53,Electronics,Laptop,Room-5,Row-B,17,42c846a4,Bin,Large,33.26,15,2025-04-08 21:00:31,14,None,Johnson Ltd,,Medium,2025-04-08 22:34:53,31,0,2,Spring,1,3,7
2025-04-05 05:52:01,Electronics,Speaker,Room-5,Row-E,3,32bc84e6,Pallet,Medium,7.58,18,2025-04-11 01:17:01,14,None,Wilson-Jacobs,,Medium,2025-04-05 05:52:01,6,0,11,Spring,1,4,30
2025-04-09 19:52:09,Electronics,Smartphone,Room-5,Row-I,6,b88892c1,Pallet,Large,32.98,16,2025-04-07 20:10:14,8,None,Garcia Group,,Low,2025-04-09 19:52:09,10,0,11,Spring,0,3,14
2025-03-22 16:01:21,Clothing,Jeans,Room-8,Row-G,5,fc7fd7fa,Cold Storage,Medium,6.31,72,2025-04-08 03:06:55,9,None,Shaw Ltd,,Medium,2025-03-22 16:01:21,1,5,5,Spring,0,1,14
2025-04-03 01:31:13,Furniture,Table,Room-8,Row-J,7,31601e4d,Bin,Large,48.76,61,2025-04-12 01:17:18,15,None,Hernandez Group,,Medium,2025-04-03 01:31:13,20,0,14,Spring,0,1,30
2025-04-04 16:27:22,Electronics,TV,Room-7,Row-E,20,add57677,Shelf,Small,1.63,32,2025-04-10 01:20:02,8,None,"Watson, Chavez and Pitts",,Low,2025-04-04 16:27:22,2,20,9,Spring,1,4,14
2025-04-10 20:12:50,Food,Bread,Room-9,Row-B,3,cc5c943d,Bin,Medium,7.11,67,2025-04-07 18:32:58,11,Refrigerated,Green LLC,2025-04-30 20:12:50,Medium,2025-04-10 20:12:50,42,0,6,Spring,1,3,30
2025-04-04 00:47:02,Clothing,Jacket,Room-9,Row-E,16,f42d99b0,Pallet,Small,0.63,64,2025-04-11 18:19:25,12,None,"Short, Marshall and Rich",,Medium,2025-04-04 00:47:02,3,16,11,Spring,1,3,30
2025-03-31 15:49:10,Toys,Lego,Room-2,Row-D,11,4a7a2d01,Bin,Large,29.51,76,2025-04-07 14:48:15,10,None,"George, Hendricks and Day",,Medium,2025-03-31 15:49:10,48,0,8,Spring,0,1,7
2025-03-17 08:30:59,Electronics,TV,Room-6,Row-G,8,83970261,Bin,Medium,7.48,39,2025-04-08 18:41:34,15,None,Smith-Faulkner,,Medium,2025-03-17 08:30:59,20,0,4,Spring,1,2,30
2025-04-05 02:09:44,Electronics,TV,Room-4,Row-C,10,d2e412ac,Pallet,Medium,9.25,85,2025-04-07 22:40:36,12,None,"Hernandez, Huynh and Zimmerman",,Medium,2025-04-05 02:09:44,18,1,13,Spring,0,4,7
2025-03-17 10:49:22,Clothing,T-Shirt,Room-2,Row-H,14,358f4bde,Shelf,Small,1.8,85,2025-04-09 08:43:08,15,None,"Fox, Clayton and Morales",,Medium,2025-03-17 10:49:22,35,0,14,Spring,1,2,30
2025-03-13 19:19:37,Furniture,Table,Room-3,Row-E,14,03ed2c16,Pallet,Small,1.68,14,2025-04-11 19:40:29,5,None,"Miller, Combs and Lewis",,Medium,2025-03-13 19:19:37,36,0,1,Spring,1,3,14
2025-04-02 07:04:07,Food,Bread,Room-2,Row-H,19,30faea24,Pallet,Medium,3.08,55,2025-04-08 10:58:31,9,Refrigerated,Ritter-Lester,2025-04-08 07:04:07,High,2025-04-02 07:04:07,36,0,3,Spring,1,0,30
2025-03-29 02:26:22,Clothing,Dress,Room-9,Row-H,14,542fcd45,Bin,Large,10.51,30,2025-04-11 05:03:28,9,None,Thompson PLC,,Medium,2025-03-29 02:26:22,17,6,3,Spring,0,0,7
2025-03-31 11:09:28,Furniture,Sofa,Room-7,Row-B,7,ba08bba5,Pallet,Small,1.55,90,2025-04-10 22:47:25,14,None,Holt Ltd,,Medium,2025-03-31 11:09:28,7,0,8,Spring,0,4,30
2025-04-09 03:15:08,Food,Apple,Room-10,Row-H,17,47b7bc48,Cold Storage,Small,1.34,13,2025-04-08 19:59:26,15,Refrigerated,Torres Inc,2025-05-03 03:15:08,Medium,2025-04-09 03:15:08,28,0,7,Spring,0,1,30
2025-03-27 10:50:22,Furniture,Bed,Room-9,Row-H,8,3abe3a4c,Shelf,Small,1.51,14,2025-04-10 21:17:33,5,None,"Boyd, Preston and Atkinson",,Medium,2025-03-27 10:50:22,26,0,4,Spring,1,3,14
2025-03-28 13:25:20,Toys,Car,Room-3,Row-F,17,a38d7f71,Pallet,Large,33.8,24,2025-04-09 19:58:56,6,None,"Schaefer, Burke and Henry",,Medium,2025-03-28 13:25:20,9,4,9,Spring,1,4,30
2025-04-08 13:30:46,Food,Milk,Room-8,Row-H,7,b4f18362,Shelf,Large,18.29,17,2025-04-12 00:16:23,7,Refrigerated,Young-Lin,2025-05-06 13:30:46,High,2025-04-08 13:30:46,35,0,9,Spring,1,3,7
2025-03-30 13:59:30,Food,Eggs,Room-4,Row-I,16,f2f66dc8,Cold Storage,Medium,3.75,95,2025-04-09 02:35:25,8,Refrigerated,"Williams, Curry and Carlson",2025-04-27 13:59:30,Low,2025-03-30 13:59:30,6,19,6,Spring,0,4,30
2025-03-17 05:02:34,Clothing,Jacket,Room-3,Row-G,3,f8ef7380,Shelf,Medium,7.65,10,2025-04-11 14:55:09,14,None,"Perez, Gonzalez and Rogers",,Medium,2025-03-17 05:02:34,28,0,1,Spring,1,3,14
2025-03-14 14:39:24,Toys,Car,Room-6,Row-F,14,9bc47519,Cold Storage,Small,1.07,72,2025-04-09 17:47:59,7,None,Fields PLC,,Medium,2025-03-14 14:39:24,14,6,12,Spring,0,0,7
2025-03-16 11:52:50,Clothing,Jacket,Room-1,Row-C,5,1719c413,Cold Storage,Medium,8.25,49,2025-04-09 20:24:46,10,None,Livingston-Willis,,Medium,2025-03-16 11:52:50,31,0,10,Spring,1,4,14
2025-03-24 01:28:01,Furniture,Table,Room-8,Row-D,14,34161e5b,Shelf,Large,37.44,46,2025-04-09 00:55:02,15,None,"Padilla, Garcia and Buck",,Medium,2025-03-24 01:28:01,37,0,13,Spring,0,3,7
2025-03-17 11:49:21,Toys,Blocks,Room-2,Row-D,12,1335b880,Cold Storage,Large,47.17,66,2025-04-09 23:50:39,5,None,Perez Inc,,Medium,2025-03-17 11:49:21,50,0,10,Spring,0,1,30
2025-04-11 16:36:14,Toys,Puzzle,Room-10,Row-A,18,6226d1f1,Shelf,Small,0.93,31,2025-04-10 21:13:23,5,None,Guzman-Young,,Medium,2025-04-11 16:36:14,23,3,2,Spring,1,1,14
2025-03-13 15:40:38,Toys,Lego,Room-7,Row-E,9,4a113c08,Shelf,Large,45.01,32,2025-04-07 16:44:55,11,None,Olson-Russell,,Medium,2025-03-13 15:40:38,22,0,11,Spring,1,0,14
2025-04-06 13:49:13,Electronics,TV,Room-4,Row-J,18,4e9fe637,Cold Storage,Medium,6.56,56,2025-04-08 03:56:13,9,None,Barron Inc,,High,2025-04-06 13:49:13,33,0,9,Spring,0,4,14
2025-04-11 11:05:49,Clothing,Jacket,Room-6,Row-I,15,d20ce9f8,Pallet,Large,32.68,9,2025-04-11 21:41:51,14,None,Mckinney LLC,,Medium,2025-04-11 11:05:49,39,0,1,Spring,1,2,30
2025-03-26 23:20:41,Food,Rice,Room-7,Row-B,20,af8667a2,Cold Storage,Small,1.3,84,2025-04-11 04:50:58,8,Refrigerated,Campbell Inc,2025-04-11 23:20:41,Medium,2025-03-26 23:20:41,1,21,10,Spring,0,0,7
2025-04-05 02:58:29,Food,Bread,Room-4,Row-H,18,e2b9a277,Cold Storage,Medium,4.21,97,2025-04-11 23:18:07,12,Refrigerated,"Martin, Smith and Martin",2025-04-16 02:58:29,Medium,2025-04-05 02:58:29,14,7,2,Spring,1,3,7
2025-03-20 03:13:44,Toys,Puzzle,Room-7,Row-E,2,194fe2df,Bin,Small,1.71,5,2025-04-09 05:16:47,6,None,"Myers, Mitchell and Cruz",,Medium,2025-03-20 03:13:44,34,0,3,Spring,0,2,14
2025-03-31 19:56:21,Furniture,Cupboard,Room-4,Row-J,15,ef1afd23,Pallet,Large,16.2,92,2025-04-08 09:49:37,15,None,Jordan Ltd,,Medium,2025-03-31 19:56:21,42,0,11,Spring,1,0,14
2025-03-19 01:42:30,Toys,Lego,Room-10,Row-J,1,ad0b0c03,Pallet,Medium,6.9,62,2025-04-11 16:20:31,13,None,"Golden, Herrera and Estrada",,Medium,2025-03-19 01:42:30,27,0,7,Spring,1,2,7
2025-03-27 01:15:38,Food,Milk,Room-3,Row-J,8,c26cf5f6,Cold Storage,Large,20.94,59,2025-04-09 20:22:00,7,Refrigerated,"Smith, Taylor and West",2025-04-25 01:15:38,High,2025-03-27 01:15:38,22,0,7,Spring,0,0,7
2025-03-16 01:19:35,Toys,Doll,Room-1,Row-D,19,d1b8c482,Pallet,Large,44.14,6,2025-04-07 18:30:33,9,None,"Petty, Hernandez and Acevedo",,Medium,2025-03-16 01:19:35,35,0,9,Spring,1,0,30
2025-03-16 00:54:48,Furniture,Cupboard,Room-6,Row-H,11,240fadd6,Bin,Large,11.25,67,2025-04-08 23:51:12,8,None,Baker and Sons,,Medium,2025-03-16 00:54:48,23,0,5,Spring,0,2,14
2025-03-21 16:54:28,Electronics,Tablet,Room-10,Row-E,8,e12eb210,Cold Storage,Small,0.89,69,2025-04-08 22:26:07,8,None,"Clark, Mcgrath and Thompson",,Medium,2025-03-21 16:54:28,9,1,1,Spring,0,2,30
2025-04-01 01:24:53,Clothing,T-Shirt,Room-9,Row-H,1,cd559d75,Shelf,Large,21.7,63,2025-04-11 05:37:34,6,None,"Padilla, Roberson and Wallace",,Medium,2025-04-01 01:24:53,22,0,11,Spring,0,3,14
2025-03-14 07:02:02,Food,Eggs,Room-9,Row-E,11,34a713c1,Shelf,Large,47.98,20,2025-04-07 17:50:19,6,Refrigerated,Barnett-Morris,2025-04-05 07:02:02,Low,2025-03-14 07:02:02,18,0,3,Spring,1,3,14
2025-03-15 04:51:12,Food,Rice,Room-3,Row-E,19,b5d45933,Pallet,Medium,4.76,28,2025-04-08 17:14:28,11,Refrigerated,"Frank, Kim and Cameron",2025-04-04 04:51:12,Medium,2025-03-15 04:51:12,18,1,10,Spring,1,4,30
2025-04-12 07:58:32,Toys,Car,Room-10,Row-I,15,5ac0ca79,Cold Storage,Large,20.7,79,2025-04-09 05:23:36,11,None,Jordan Group,,Medium,2025-04-12 07:58:32,32,0,9,Spring,1,2,14
2025-03-14 01:14:27,Clothing,T-Shirt,Room-7,Row-I,3,0f361fbf,Cold Storage,Small,0.7,34,2025-04-11 10:30:36,13,None,Dominguez LLC,,Medium,2025-03-14 01:14:27,33,0,6,Spring,1,0,7
2025-04-02 22:01:36,Electronics,Speaker,Room-8,Row-G,5,cac5574a,Pallet,Small,1.56,35,2025-04-12 10:51:18,15,None,"Haynes, Smith and Morrow",,High,2025-04-02 22:01:36,33,0,10,Spring,1,4,30
2025-04-09 03:12:02,Food,Eggs,Room-4,Row-G,13,fb326848,Shelf,Large,24.77,50,2025-04-07 22:41:59,11,Refrigerated,"Carter, Nichols and Mueller",2025-04-18 03:12:02,Medium,2025-04-09 03:12:02,9,5,9,Spring,0,4,7
2025-03-20 04:48:03,Furniture,Sofa,Room-2,Row-G,9,368306bb,Bin,Large,16.48,89,2025-04-11 21:25:59,12,None,Murphy Inc,,Medium,2025-03-20 04:48:03,3,9,8,Spring,1,2,7
2025-04-08 10:36:30,Food,Rice,Room-8,Row-H,19,7352636a,Bin,Medium,9.86,38,2025-04-11 10:21:33,10,Refrigerated,"Dunn, Chambers and Smith",2025-04-14 10:36:30,Medium,2025-04-08 10:36:30,11,17,8,Spring,0,0,30
2025-03-16 02:17:06,Food,Milk,Room-6,Row-C,18,c58a33e4,Shelf,Small,0.71,39,2025-04-10 20:45:50,6,Refrigerated,Pugh Group,2025-04-11 02:17:06,Low,2025-03-16 02:17:06,27,0,6,Spring,0,0,30
2025-03-22 09:35:31,Clothing,T-Shirt,Room-5,Row-F,17,a0cface7,Bin,Large,19.39,60,2025-04-12 07:50:29,9,None,Hardy-Dominguez,,Medium,2025-03-22 09:35:31,10,9,2,Spring,1,0,7
2025-03-16 11:50:44,Food,Eggs,Room-10,Row-C,11,51709817,Shelf,Large,20.38,64,2025-04-09 18:33:43,14,Refrigerated,"Mendez, Lopez and Mayo",2025-04-08 11:50:44,High,2025-03-16 11:50:44,15,3,8,Spring,1,1,14
2025-04-08 05:23:24,Clothing,Shirt,Room-9,Row-G,3,b15eb0e2,Pallet,Medium,8.45,1,2025-04-08 04:49:27,10,None,"Woods, Jennings and Mathis",,Medium,2025-04-08 05:23:24,47,0,7,Spring,0,2,7
2025-03-25 09:01:45,Furniture,Cupboard,Room-3,Row-B,15,30a9c832,Cold Storage,Medium,5.69,70,2025-04-09 06:57:38,14,None,Williams Inc,,Medium,2025-03-25 09:01:45,37,0,8,Spring,0,3,30
2025-04-03 16:11:13,Furniture,Cupboard,Room-4,Row-G,20,e0e9cbf1,Pallet,Small,0.52,79,2025-04-10 01:53:08,14,None,Smith-Holland,,Medium,2025-04-03 16:11:13,43,0,14,Spring,1,2,7
2025-03-17 14:45:47,Toys,Lego,Room-10,Row-B,2,9b1a0d4d,Cold Storage,Small,0.52,80,2025-04-12 07:49:40,15,None,York Ltd,,Medium,2025-03-17 14:45:47,20,0,10,Spring,0,1,30
